Player_Name,Team_Initials,Matches_Played,Goals_Scored,Yellow_Cards,Red_Cards,Goals_Per_Match
Andre LEROND,FRA,6,0,0,0,0.0
Andre MASCHINOT,FRA,3,2,0,0,0.667
Andre NEURY,SUI,7,0,0,0,0.0
Andre OOIJER,NED,7,0,0,0,0.0
Andre SAEYS,BEL,2,0,0,0,0.0
Andre STRAPPE,FRA,2,0,0,0,0.0
Andre TASSIN,FRA,3,0,0,0,0.0
Andre VAN DE WEYER,BEL,2,0,0,0,0.0
Andrea CARNEVALE,ITA,7,0,0,0,0.0
Andreas BREHME,FRG,14,3,3,0,0.214
Andreas BREHME,GER,5,0,1,0,0.0
Andreas HERAF,AUT,3,0,0,0,0.0
Andreas HERZOG,AUT,6,0,1,0,0.0
Andreas KOEPKE,FRG,7,0,0,0,0.0
Andreas KOEPKE,GER,5,0,0,0,0.0
Andreas KUPFER,GER,2,0,0,0,0.0
Andreas MOELLER,FRG,7,0,0,0,0.0
Andreas REISINGER,AUT,3,0,1,0,0.0
Andrei BAL,URS,9,1,0,0,0.111
Andrei BARBULESCU,ROU,2,0,0,0,0.0
Andrei PIATNITSKI,RUS,3,0,0,0,0.0
Andrei ZHELYAZKOV,BUL,4,0,0,0,0.0
Andrei ZYGMANTOVICH,URS,3,1,1,0,0.333
Andrej KVASNAK,TCH,9,0,1,0,0.0
Andrej PANADIC,YUG,5,0,0,0,0.0
Andres ESCOBAR,COL,7,0,0,0,0.0
Andres PRIETO,CHI,3,1,0,0,0.333
Andrew AULD,USA,3,0,0,0,0.0
Andrew WILLIAMS,JAM,3,0,0,0,0.0
Andrija ANKOVIC,YUG,6,0,0,0,0.0
Andrzej BUNCOL,POL,11,1,2,0,0.091
Andrzej FISCHER,POL,7,0,0,0,0.0
Andrzej IWAN,POL,13,0,0,0,0.0
Andrzej PALASZ,POL,11,0,1,0,0.0
Andrzej SZARMACH,POL,20,7,1,0,0.35
Andrzej ZGUTCZYNSKI,POL,4,0,0,0,0.0
Andy EGLI,SUI,4,0,0,0,0.0
Andy GORAM,SCO,6,0,0,0,0.0
Andy PICHLER,AUT,5,0,1,0,0.0
Andy TOWNSEND,IRL,9,0,0,0,0.0
Anfilogino GUARISI,ITA,5,0,0,0,0.0
Angel BARGAS,ARG,6,0,1,0,0.0
Angel BERNI,PAR,2,0,0,0,0.0
Angel BOSSIO,ARG,5,0,0,0,0.0
Angel COMIZZO,ARG,5,0,0,0,0.0
Angel GRIPPA,ARG,1,0,0,0,0.0
Angel LABRUNA,ARG,3,0,0,0,0.0
Angel MELOGNO,URU,4,0,0,0,0.0
Angel Ruben CABRERA,URU,3,1,0,1,0.333
Angelo DI LIVIO,ITA,5,0,1,0,0.0
Angelo DOMENGHINI,ITA,6,1,1,0,0.167
Angelo SCHIAVIO,ITA,5,4,0,0,0.8
Angelo SORMANI,ITA,3,0,0,0,0.0
Anibal ALZATE,COL,3,0,0,0,0.0
Anibal PAZ,URU,4,0,0,0,0.0
Anibal TARABINI,ARG,4,0,0,0,0.0
Anker KIHLE,NOR,1,0,0,0,0.0
Antal KOTASZ,HUN,4,0,0,0,0.0
Antal NAGY,HUN,7,0,0,0,0.0
Antal ROTH,HUN,3,0,0,0,0.0
Antal SZABO,HUN,6,0,0,0,0.0
Antal SZALAY,HUN,6,0,0,0,0.0
Antal SZENTIMIHALYI,HUN,8,0,0,0,0.0
Anthony SERIC,CRO,7,0,0,0,0.0
Antoine CUISSARD,FRA,2,0,0,0,0.0
Anton DOBOS,ROU,4,0,0,0,0.0
Anton JANDA,AUT,4,0,0,0,0.0
Anton KRASNOHORSKY,TCH,2,0,0,0,0.0
Anton MALATINSKY,TCH,2,0,0,0,0.0
Anton MORAVCIK,TCH,4,0,0,0,0.0
Anton PFEFFER,AUT,6,0,2,0,0.0
Antonello CUCCUREDDU,ITA,7,0,0,0,0.0
Antoni GALECKI,POL,1,0,0,0,0.0
Antoni LYKO,POL,1,0,0,0,0.0
Antoni SZYMANOWSKI,POL,13,0,0,0,0.0
Antonin FLESAR,TCH,3,0,0,0,0.0
Antonin PANENKA,TCH,3,0,1,0,0.0
Antonin PUC,TCH,7,2,0,0,0.286
Antonin VODICKA,TCH,4,0,0,0,0.0
Antonio ALZAMENDI,URU,8,1,0,0,0.125
Antonio ARIAS,CHI,3,0,0,0,0.0
Antonio BENARRIVO,ITA,7,0,0,0,0.0
Antonio BETANCOURT,ESP,3,0,0,0,0.0
Antonio BIOSCA,ESP,3,0,0,0,0.0
Antonio CABRERA,PAR,2,0,0,0,0.0
Antonio CABRINI,ITA,18,1,2,0,0.056
Antonio CARBAJAL,MEX,14,0,0,0,0.0
Antonio CONTE,ITA,7,0,0,0,0.0
Antonio DE LA CRUZ,ESP,3,0,0,0,0.0
Antonio DE LA TORRE,MEX,3,0,0,0,0.0
Antonio DI GENNARO,ITA,4,0,1,0,0.0
Antonio FLORES,MEX,3,0,0,0,0.0
Antonio GRECCO,BOL,1,0,0,0,0.0
Antonio GUZMAN,ESP,3,0,0,0,0.0
Antonio JASSO,MEX,3,0,0,0,0.0
Antonio JULIANO,ITA,12,0,0,0,0.0
Antonio MACEDA,ESP,10,0,0,0,0.0
Antonio MAQUILON,PER,2,0,0,0,0.0
Antonio MOTA,MEX,7,0,0,0,0.0
Antonio MUNGUIA,MEX,4,0,0,0,0.0
Antonio OLMO,ESP,3,0,0,0,0.0
Antonio PERMUNIAN,SUI,3,0,0,0,0.0
Antonio PUCHADES,ESP,6,0,0,0,0.0
Antonio RADA,COL,3,1,0,0,0.333
Antonio RAMALLETS,ESP,6,0,0,0,0.0
Antonio RATTIN,ARG,7,0,1,1,0.0
Antonio ROMA,ARG,7,0,0,0,0.0
Antonio VALENCIA,BOL,1,0,0,0,0.0
Antonis MINOU,GRE,3,0,0,0,0.0
Anwar SUTAN,INH,1,0,0,0,0.0
Anzor KAVAZASHVILI,URS,10,0,0,0,0.0
Arcadio LOPEZ,ARG,1,0,0,0,0.0
Archie GEMMILL,SCO,3,1,1,0,0.333
Archie ROBERTSON,SCO,3,0,0,0,0.0
Ardian KOZNIKU,CRO,7,0,0,0,0.0
Ardico MAGNINI,ITA,3,0,0,0,0.0
Arie DE WINTER,NED,1,0,0,0,0.0
Arie HAAN,NED,14,2,1,0,0.143
Arie SCHOEMAKER,NED,1,0,0,0,0.0
Ariel ORTEGA,ARG,5,2,2,1,0.4
Aristide GUARNERI,ITA,3,0,0,0,0.0
Armand PENVERNE,FRA,8,0,0,0,0.0
Armando CASTELLAZZI,ITA,5,0,0,0,0.0
Armando GONZALEZ,PAR,2,0,0,0,0.0
Armando MANZO,MEX,5,0,0,0,0.0
Armando SEGATO,ITA,3,0,0,0,0.0
Armando TOBAR,CHI,9,0,0,0,0.0
Armando UFARTE,ESP,3,0,0,0,0.0
Arnaldo ORTELLI,SUI,2,0,0,0,0.0
Arne BRUSTAD,NOR,1,1,0,0,1.0
Arne ILEBY,NOR,1,0,0,0,0.0
Arne LINDERHOLM,SWE,3,0,0,0,0.0
Arne MANSSON,SWE,5,0,0,0,0.0
Arne NYBERG,SWE,3,3,0,0,1.0
Arne SELMONSSON,SWE,6,0,0,0,0.0
Arnie OLIVER,USA,3,0,0,0,0.0
Arnold BADJOU,BEL,4,0,0,0,0.0
Arnold WETL,AUT,3,0,0,0,0.0
Arnoldo IGUARAN,COL,4,0,0,0,0.0
Arnost KREUZ,TCH,3,0,0,0,0.0
Aron WINTER,NED,7,0,0,0,0.0
Arsene AUGUSTE,HAI,3,0,0,0,0.0
Arthur ALBISTON,SCO,3,0,0,0,0.0
Arthur NUMAN,NED,7,0,4,1,0.0
Artur CEULEERS,BEL,1,0,0,0,0.0
Arturo CHAIREZ,MEX,6,0,0,0,0.0
Arturo CODDOU,CHI,3,0,0,0,0.0
Arturo FARIAS,CHI,3,0,0,0,0.0
Arturo FERNANDEZ,PER,2,0,0,0,0.0
Arturo TORRES,CHI,3,0,0,0,0.0
Arturo VAZQUEZ,MEX,3,0,1,0,0.0
Arvid THOERN,SWE,2,0,0,0,0.0
Asa HARTFORD,SCO,6,0,0,0,0.0
Ashraf KASEM,EGY,3,0,0,0,0.0
Asparukh NIKODIMOV,BUL,6,1,0,0,0.167
Atanas MIKHAILOV,BUL,3,0,0,0,0.0
Atanas PASHEV,BUL,4,0,0,0,0.0
Atilio ANCHETA,URU,6,0,0,0,0.0
Atilio CREMASCHI,CHI,3,2,0,0,0.667
Atilio DEMARIA,ARG,5,0,0,0,0.0
Atilio DEMARIA,ITA,5,0,0,0,0.0
Atilio LOPEZ,PAR,2,1,0,0,0.5
Attila ABONYI,AUS,3,0,0,0,0.0
Attila KEREKES,HUN,3,0,0,0,0.0
Attilio FERRARIS,ITA,5,0,0,0,0.0
Attilio GIOVANNINI,ITA,2,0,0,0,0.0
August LEHMANN,SUI,3,0,0,0,0.0
Auguste HELLEMANS,BEL,3,0,0,0,0.0
Augustin BALBUENA,ARG,6,0,0,0,0.0
Augustin CHANTREL,FRA,3,0,0,0,0.0
Augustin DELEANU,ROU,3,0,0,0,0.0
Augustine SIMO,CMR,3,0,0,0,0.0
Augusto MAGLI,ITA,2,0,0,0,0.0
Aurelio GONZALEZ,PAR,2,0,0,0,0.0
Awwad AL ANZI,KSA,4,0,0,0,0.0
Ayan SADKOV,BUL,4,0,0,0,0.0
Ayman SHAWKY,EGY,3,0,0,0,0.0
Ayman TAHER,EGY,3,0,0,0,0.0
Aytac KADRI,TUR,3,0,0,0,0.0
Azeddine AMANALLAH,MAR,4,0,0,0,0.0
Aziz BOUDERBALA,MAR,4,0,0,0,0.0
Aziz FAHMY,EGY,1,0,0,0,0.0
B J KIM,KOR,7,0,0,0,0.0
B K KIM,KOR,3,0,0,0,0.0
B QU,CHN,3,0,0,0,0.0
B Y LEE,KOR,3,0,0,0,0.0
B. ALVES,POR,7,0,0,0,0.0
B. LUNA,MEX,4,0,0,0,0.0
B. SERAJ,IRN,3,0,0,0,0.0
B. WILFRIED,CIV,3,2,0,0,0.667
BABATUNDE,NGA,4,0,0,0,0.0
BABAYARO,NGA,3,0,0,0,0.0
BABEL,NED,11,0,0,0,0.0
BABIC,CRO,3,0,0,0,0.0
BACCA,COL,5,0,0,0,0.0
BADELJ,CRO,3,0,0,0,0.0
BADILLA G.,CRC,3,0,1,0,0.0
BADRA,TUN,3,0,1,0,0.0
BADSTUBER,GER,7,0,0,0,0.0
BADU,GHA,3,0,0,0,0.0
BAEZ,PAR,4,0,0,0,0.0
BAGGIO D.,ITA,7,2,1,0,0.286
BAGGIO R.,ITA,7,4,0,0,0.571
BAGUI,ECU,3,0,0,0,0.0
BAINES,ENG,3,0,0,0,0.0
BAK,POL,3,0,1,0,0.0
BAKHTIAR,IRN,3,0,0,0,0.0
BALABAN,CRO,6,0,0,0,0.0
BALAKOV,BUL,7,0,1,0,0.0
BALBO,ARG,4,1,0,0,0.25
BALBOA,USA,4,0,0,0,0.0
BALDOCHI,BRA,6,0,0,0,0.0
BALLACK,GER,14,3,4,0,0.214
BALOTELLI,ITA,3,1,2,0,0.333
BALTAZAR,BRA,9,3,0,0,0.333
BAMBA,CIV,6,0,1,0,0.0
BANDEIRINHA,POR,3,0,0,0,0.0
BANGUERA,ECU,3,0,0,0,0.0
BANNATYNE,NZL,3,0,0,0,0.0
BARAJA,ESP,5,0,2,0,0.0
BARBOSA,BRA,6,0,0,0,0.0
BARKLEY,ENG,3,0,1,0,0.0
BARNETTA,SUI,11,1,2,0,0.091
BARONE,ITA,7,0,0,0,0.0
BAROS,CZE,3,0,0,0,0.0
BARRANTES M.,CRC,5,0,0,0,0.0
BARRETO,PAR,3,0,1,0,0.0
BARRON,NZL,3,0,0,0,0.0
BARRY,CIV,6,0,0,0,0.0
BARRY,ENG,4,0,0,0,0.0
BARRY COPA,CIV,3,0,0,0,0.0
BARTHEZ,FRA,10,0,0,0,0.0
BARZAGLI,ITA,10,0,0,0,0.0
BASANTA,ARG,7,0,0,0,0.0
BASSONG,CMR,3,0,1,0,0.0
BASTA,SCG,3,0,0,0,0.0
BASZCZYNSKI,POL,3,0,1,0,0.0
BATATAIS,BRA,5,0,0,0,0.0
BATISTA,BRA,12,0,1,0,0.0
BATISTUTA,ARG,7,3,2,0,0.429
BAUER,BRA,9,0,0,0,0.0
BAUMANN,GER,7,0,1,0,0.0
BAYA,TUN,3,0,0,0,0.0
BEASLEY,USA,16,0,2,0,0.0
BEAUCHAMP,AUS,7,0,1,0,0.0
BEAUSEJOUR,CHI,8,2,0,0,0.25
BEBETO,BRA,18,6,0,0,0.333
BECKELES,HON,3,0,0,0,0.0
BECKERMAN,USA,4,0,1,0,0.0
BECKHAM,ENG,10,1,0,0,0.1
BECKMANN,DEN,3,0,0,0,0.0
BEDIMO,CMR,3,0,0,0,0.0
BEDOYA,USA,4,0,0,0,0.0
BEGOVI?,BIH,3,0,0,0,0.0
BEHRAMI,SUI,11,0,0,1,0.0
BEIKZADEH,IRN,3,0,0,0,0.0
BEITASHOUR,IRN,3,0,0,0,0.0
BEJAOUI,TUN,3,0,0,0,0.0
BELHADJ,ALG,3,0,0,0,0.0
BELIK,UKR,5,0,0,0,0.0
BELKALEM,ALG,4,0,0,0,0.0
BELLAID,ALG,3,0,0,0,0.0
BELLETTI,BRA,7,0,0,0,0.0
BELLINI,BRA,15,0,0,0,0.0
BEN ACHOUR,TUN,3,0,0,0,0.0
BEN SAADA,TUN,3,0,0,0,0.0
BEN SLIMANE,TUN,3,0,0,0,0.0
BENAGLIO,SUI,11,0,1,0,0.0
BENDTNER,DEN,3,1,1,0,0.333
BENEDICTO,BRA,2,0,0,0,0.0
BENGTSON,HON,3,0,1,0,0.0
BENITEZ,PAR,5,0,0,0,0.0
BENTALEB,ALG,4,0,1,0,0.0
BENTO,POR,3,0,0,0,0.0
BENVENUTTO,BRA,2,0,0,0,0.0
BENZEMA,FRA,5,2,0,0,0.4
BEOMSEOK,KOR,4,0,0,0,0.0
BERG,NOR,3,0,0,0,0.0
BERGKAMP,NED,5,3,1,0,0.6
BERHALTER,USA,8,0,2,0,0.0
BERMUDEZ,COL,3,0,1,0,0.0
BERNAL,MEX,8,1,0,0,0.125
BERNARD,BRA,7,0,0,0,0.0
BERNARD K.,CRC,3,0,0,0,0.0
BERNARDEZ,HON,6,0,1,0,0.0
BERTOS,NZL,3,0,0,0,0.0
BESCHASTNYKH,RUS,3,1,0,0,0.333
BESLER,USA,4,0,0,0,0.0
BETO,POR,10,1,4,1,0.1
BEYE,SEN,5,0,1,0,0.0
BE�I?,BIH,3,0,1,0,0.0
BI?AK?I?,BIH,3,0,0,0,0.0
BIERHOFF,GER,7,1,0,0,0.143
BIGLIA,ARG,7,0,2,0,0.0
BIGODE,BRA,6,0,1,0,0.0
BIRCHALL,TRI,3,0,0,0,0.0
BIRSA,SVN,3,1,1,0,0.333
BISMARCK,BRA,4,0,0,0,0.0
BJ�RNEBYE,NOR,7,0,1,0,0.0
BLANCO,MEX,4,1,2,0,0.25
BLAZEK,CZE,3,0,0,0,0.0
BLIND,NED,7,2,1,0,0.286
BOA MORTE,POR,7,0,1,0,0.0
BOATENG,GER,14,0,0,0,0.0
BOATENG D.,GHA,4,0,1,0,0.0
BOBADILLA,PAR,8,0,0,0,0.0
BOCANEGRA,USA,7,0,1,0,0.0
BOCCHETTI,ITA,3,0,0,0,0.0
BODE,GER,7,1,0,0,0.143
BOEHME,GER,7,0,0,0,0.0
BOFFIN,BEL,8,0,0,0,0.0
BOGELUND,DEN,4,0,0,0,0.0
BOGHOSSIAN,FRA,3,0,0,0,0.0
BOKA,CIV,9,0,1,0,0.0
BOKSIC,CRO,3,0,0,0,0.0
BOKYUNG,KOR,4,0,0,0,0.0
BOLATTI,ARG,5,0,1,0,0.0
BOLA�O,COL,3,0,0,0,0.0
BOLA�OS C.,CRC,8,0,0,0,0.0
BOLLY,CIV,3,0,0,0,0.0
BONANO,ARG,3,0,0,0,0.0
BONE,ECU,3,0,0,0,0.0
BONET,PAR,12,0,0,0,0.0
BONG,CMR,3,0,0,0,0.0
BONIEK,HON,3,0,1,0,0.0
BONUCCI,ITA,6,0,0,0,0.0
BOOTH,RSA,3,0,0,0,0.0
BORGES C.,CRC,5,0,0,0,0.0
BORIMIROV,BUL,7,1,1,0,0.143
BORKELMANS,BEL,4,0,1,0,0.0
BORNSTEIN,USA,4,0,0,0,0.0
BOROWSKI,GER,7,0,2,0,0.0
BORUC,POL,3,0,2,0,0.0
BOSACKI,POL,3,2,0,0,0.667
BOSCHKER,NED,7,0,0,0,0.0
BOSNJAK,CRO,3,0,0,0,0.0
BOSSUT,BEL,5,0,0,0,0.0
BOUAZIZI,TUN,5,0,2,0,0.0
BOUBA DIOP,SEN,5,3,1,0,0.6
BOUDEBOUZ,ALG,3,0,0,0,0.0
BOUGHERRA,ALG,3,0,0,0,0.0
BOUGUERRA,ALG,4,0,1,0,0.0
BOULAHROUZ,NED,11,0,5,1,0.0
BOUMNIJEL,TUN,6,0,0,0,0.0
BOUMSONG,FRA,7,0,0,0,0.0
BOUZAIENE,TUN,3,1,0,0,0.333
BOYE,GHA,3,0,0,0,0.0
BOYENS,NZL,3,0,0,0,0.0
BOZANIC,AUS,3,0,0,0,0.0
BRAAFHEID,NED,7,0,0,0,0.0
BRADLEY,USA,8,1,0,0,0.125
BRAHIMI,ALG,4,1,0,0,0.25
BRANCO,BRA,16,1,2,0,0.062
BRANDAO,BRA,5,0,0,0,0.0
BRANDAOZINHO,BRA,3,0,0,0,0.0
BRAVO,CHI,4,0,0,0,0.0
BRE?KO,SVN,3,0,0,0,0.0
BREEN,IRL,4,1,0,0,0.25
BRENES R.,CRC,5,0,0,0,0.0
BRESCIANO,AUS,10,0,0,0,0.0
BRIDGE,ENG,10,0,0,0,0.0
BRILHANTE,BRA,2,0,0,0,0.0
BRITO,BRA,9,0,0,0,0.0
BRITTO,BRA,5,0,0,0,0.0
BRIZUELA,PAR,4,0,0,0,0.0
BROCKIE,NZL,3,0,0,0,0.0
BROOKS,USA,4,1,0,0,0.25
BROWN,ENG,5,0,0,0,0.0
BROWN,NZL,3,0,0,0,0.0
BROZEK,POL,3,0,0,0,0.0
BROZOVI?,CRO,3,0,0,0,0.0
BRYCE,CRC,3,0,0,0,0.0
BUCKLEY,RSA,3,0,0,0,0.0
BUDDLE,USA,4,0,0,0,0.0
BUFFON,ITA,17,0,0,0,0.0
BULAJIC,SVN,3,0,0,0,0.0
BULENT KORKMAZ,TUR,7,1,0,0,0.143
BUNJAKU,SUI,3,0,0,0,0.0
BURBANO,ECU,3,0,0,0,0.0
BURDISSO,ARG,10,0,0,0,0.0
BURGOS,ARG,3,0,0,0,0.0
BUTINA,CRO,6,0,0,0,0.0
BUTT,ENG,5,0,0,0,0.0
BUTT,GER,14,0,0,0,0.0
BYUN Byung Joo,KOR,6,0,0,0,0.0
Badou ZAKI,MAR,4,0,0,0,0.0
Bahram MOVADAT,IRN,3,0,0,0,0.0
Barry PICKERING,NZL,3,0,0,0,0.0
Barsi DIRIMLILI,TUR,3,0,0,0,0.0
Bart McGHEE,USA,3,1,0,0,0.333
Bas PAAUWE,NED,2,0,0,0,0.0
Bassel GORGIS,IRQ,3,0,3,1,0.0
Baudilio JAUREGUI,URU,3,0,1,0,0.0
Beb BAKHUYS,NED,1,0,0,0,0.0
Bedford JEZZARD,ENG,3,0,0,0,0.0
Behtash FARIBA,IRN,3,0,0,0,0.0
Bela BODONYI,HUN,3,0,0,0,0.0
Bela KARPATI,HUN,9,0,0,0,0.0
Bela KATZIRZ,HUN,3,0,0,0,0.0
Bela KUHARSZKI,HUN,4,0,0,0,0.0
Bela PALFI,YUG,3,0,0,0,0.0
Bela SAROSI,HUN,4,0,0,0,0.0
Bela VARADI,HUN,3,0,0,0,0.0
Ben IROHA,NGA,4,0,1,0,0.0
Benedicto GODOY,BOL,1,0,0,0,0.0
Bengt BERNDTSSON,SWE,6,0,0,0,0.0
Bengt GUSTAVSSON,SWE,6,0,0,0,0.0
Benigno GUTIERREZ,BOL,1,0,0,0,0.0
Benigno Gilberto PENAYO,PAR,3,0,0,0,0.0
Benito CARVAJALES,CUB,3,0,0,0,0.0
Benito LORENZI,ITA,5,1,0,0,0.2
Benjamin GALINDO,MEX,4,0,0,0,0.0
Benjamin MALDONADO,BOL,1,0,0,0,0.0
Benjamin MASSING,CMR,5,0,2,1,0.0
Benno MAGNUSSON,SWE,6,0,0,0,0.0
Benny WENDT,SWE,3,0,0,0,0.0
Beno KAPOSZTA,HUN,4,0,0,0,0.0
Beratligil ALI,TUR,3,0,0,0,0.0
Berman AHMET,TUR,3,0,0,0,0.0
Bernabe RIVERA,PAR,2,0,0,0,0.0
Bernard BOSQUIER,FRA,3,0,0,0,0.0
Bernard CHIARELLI,FRA,6,0,0,0,0.0
Bernard DIOMEDE,FRA,7,0,1,0,0.0
Bernard GENGHINI,FRA,14,3,1,0,0.214
Bernard LACOMBE,FRA,10,1,0,0,0.1
Bernard LAMA,FRA,7,0,0,0,0.0
Bernard McNALLY,NIR,3,0,0,0,0.0
Bernard SLAVEN,IRL,5,0,0,0,0.0
Bernard VOORHOOF,BEL,4,2,0,0,0.5
Bernard VUKAS,YUG,6,0,0,0,0.0
Bernardo REDIN,COL,4,2,0,0,0.5
Bernd BRANSCH,GDR,6,0,0,0,0.0
Bernd CULLMANN,FRG,13,1,0,0,0.077
Bernd DIETZ,FRG,6,0,0,0,0.0
Bernd FOERSTER,FRG,7,0,1,0,0.0
Bernd FRANKE,FRG,7,0,0,0,0.0
Bernd HOELZENBEIN,FRG,13,1,0,0,0.077
Bernd KRAUSS,AUT,5,0,0,0,0.0
Bernd PATZKE,FRG,12,0,0,0,0.0
Berni KLODT,FRG,12,1,0,0,0.083
Berry VAN AERLE,NED,4,0,0,0,0.0
Bert PATENAUDE,USA,3,4,0,0,1.333
Bert WILLIAMS,ENG,3,0,0,0,0.0
Berti VOGTS,FRG,19,0,2,0,0.0
Bertie PEACOCK,NIR,5,0,0,0,0.0
Bertin EBWELLE,CMR,5,0,0,0,0.0
Bertrand CRASSON,BEL,3,0,0,0,0.0
Bertus CALDENHOVE,NED,1,0,0,0,0.0
Bertus DE HARDER,NED,1,0,0,0,0.0
Bill BROWN,SCO,3,0,0,0,0.0
Bill ECKERSLEY,ENG,3,0,0,0,0.0
Bill FIEDLER,USA,1,0,0,0,0.0
Bill LEHMANN,USA,1,0,0,0,0.0
Bill McGARRY,ENG,3,0,0,0,0.0
Bill McLEAN,USA,1,0,0,0,0.0
Bill NICHOLSON,ENG,3,0,0,0,0.0
Billy BINGHAM,NIR,5,0,0,0,0.0
Billy BREMNER,SCO,3,0,0,0,0.0
Billy GONSALVES,USA,4,0,0,0,0.0
Billy HAMILTON,NIR,8,2,3,0,0.25
Billy McCLURE,NZL,3,0,0,0,0.0
Billy SIMPSON,NIR,5,0,0,0,0.0
Billy WRIGHT,ENG,10,0,0,0,0.0
Bixente LIZARAZU,FRA,7,1,1,0,0.143
Bjarne GOLDBAEK,DEN,5,0,0,0,0.0
Bjorn ANDERSSON,SWE,6,0,1,0,0.0
Bjorn NORDQVIST,SWE,12,0,1,0,0.0
Blagoje MARJANOVIC,YUG,3,1,0,0,0.333
Bo LARSSON,SWE,12,0,0,0,0.0
Bob ANNIS,USA,3,0,0,0,0.0
Bob CRADDOCK,USA,3,0,0,0,0.0
Bob LENARDUZZI,CAN,3,0,1,0,0.0
Bobby CAMPBELL,NIR,5,0,0,0,0.0
Bobby CHARLTON,ENG,18,4,0,0,0.222
Bobby CLARK,SCO,3,0,0,0,0.0
Bobby COLLINS,SCO,3,1,0,0,0.333
Bobby COMBE,SCO,2,0,0,0,0.0
Bobby EVANS,SCO,5,0,0,0,0.0
Bobby MOORE,ENG,14,0,0,0,0.0
Bobby ROBSON,ENG,8,0,0,0,0.0
Bobby SMITH,ENG,4,0,0,0,0.0
Bobby TRAINOR,NIR,5,0,0,0,0.0
Bodo ILLGNER,FRG,7,0,0,0,0.0
Bodo ILLGNER,GER,5,0,0,0,0.0
Bogdan STELEA,ROU,8,0,0,0,0.0
Bohdan MASZTALER,POL,6,0,0,0,0.0
Bohumil VESELY,TCH,3,0,0,0,0.0
Boleslaw HABOWSKI,POL,1,0,0,0,0.0
Boncho GENCHEV,BUL,7,0,0,0,0.0
Boneventure DJONKEP,CMR,5,0,0,0,0.0
Boris GAGANELOV,BUL,6,0,0,0,0.0
Boris KUZNETSOV,URS,5,0,0,0,0.0
Borislav MIHAYLOV,BUL,14,0,1,0,0.0
Boudewijn ZENDEN,NED,7,1,0,0,0.143
Boujamaa BENKHRIF,MAR,3,0,0,0,0.0
Boycho VELICHKOV,BUL,4,0,0,0,0.0
Bozhidar GRIGOROV,BUL,6,0,0,0,0.0
Bozhidar ISKRENOV,BUL,4,0,0,0,0.0
Bozhil KOLEV,BUL,3,0,0,0,0.0
Bozo BROKETA,YUG,3,0,0,0,0.0
Brad FRIEDEL,USA,7,0,0,0,0.0
Branislav HRNJICEK,YUG,3,0,0,0,0.0
Branislav SEKULIC,YUG,3,0,0,0,0.0
Branko BRNOVIC,YUG,4,0,0,0,0.0
Branko BULJEVIC,AUS,3,0,0,0,0.0
Branko KRALJ,YUG,3,0,0,0,0.0
Branko OBLAK,YUG,6,1,2,0,0.167
Branko SEGOTA,CAN,3,0,0,0,0.0
Branko STANKOVIC,YUG,6,0,0,0,0.0
Branko ZEBEC,YUG,7,1,0,0,0.143
Braulio LUNA,MEX,4,0,0,0,0.0
Braulio MUSSO,CHI,6,0,0,0,0.0
Brendan AUGUSTINE,RSA,3,0,0,0,0.0
Bretislav DOLEJSI,TCH,4,0,0,0,0.0
Brian BALOYI,RSA,3,0,0,0,0.0
Brian BLISS,USA,3,0,0,0,0.0
Brian LABONE,ENG,4,0,0,0,0.0
Brian MAISONNEUVE,USA,3,0,0,0,0.0
Brian McBRIDE,USA,3,1,0,0,0.333
Brian TURNER,NZL,3,0,0,0,0.0
Bror MELLBERG,SWE,11,1,0,0,0.091
Bruce MURRAY,USA,3,1,1,0,0.333
Bruce RIOCH,SCO,3,0,0,0,0.0
Bruce WILSON,CAN,3,0,0,0,0.0
Bruno BELIN,YUG,3,0,0,0,0.0
Bruno BELLONE,FRA,14,0,0,0,0.0
Bruno CHIZZO,ITA,4,0,0,0,0.0
Bruno CONTI,ITA,11,1,1,0,0.091
Bruno ENGELMEIER,AUT,3,0,0,0,0.0
Bruno MORA,ITA,3,1,0,0,0.333
Bruno PEZZEY,AUT,11,1,0,0,0.091
Bruno VERSAVEL,BEL,4,0,0,0,0.0
Bryan DOUGLAS,ENG,8,0,0,0,0.0
Bryan GUNN,SCO,3,0,0,0,0.0
Bryan ROBSON,ENG,17,2,0,0,0.118
Bryan ROY,NED,9,1,0,0,0.111
Buanga TSHIMEN,ZAI,3,0,0,0,0.0
Buenaventura FERREIRA,PAR,4,0,0,0,0.0
Buhran SARGUN,TUR,3,3,0,0,1.0
Bulent EKEN,TUR,3,0,0,0,0.0
B�RKI,SUI,4,0,0,0,0.0
C BLANCO,MEX,4,0,0,0,0.0
C G SONG,KOR,7,1,1,0,0.143
C S KIM,KOR,3,0,0,0,0.0
C S LEE,KOR,7,0,1,0,0.0
C SALCIDO,MEX,4,0,0,0,0.0
C VELA,MEX,4,0,0,0,0.0
C Y LEE,KOR,3,0,0,0,0.0
C Y PARK,KOR,3,0,0,0,0.0
C. BENITEZ,ECU,4,0,0,0,0.0
C. BLANCO,MEX,4,0,1,0,0.0
C. BRAVO,CHI,4,0,0,0,0.0
C. CARBONERO,COL,5,0,0,0,0.0
C. GERMANO,BRA,7,0,0,0,0.0
C. JENSEN,DEN,4,0,0,0,0.0
C. JONG HYOK,PRK,3,0,0,0,0.0
